county,todays_date,previous_days_covid_confirmed_patients,previous_days_suspected_covid_patients,previous_days_conversion_covid_patients,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Solano,2020-06-12,5.0,28.0,,18.0,9.0,27.0,707.0,6.0,2.0,46.0
Napa,2020-06-12,0.0,7.0,,0.0,8.0,8.0,397.0,0.0,1.0,1.0
Kern,2020-06-12,4.0,15.0,,96.0,15.0,111.0,1742.0,36.0,1.0,72.0
Kern,2020-06-11,9.0,18.0,,90.0,19.0,109.0,1742.0,29.0,2.0,83.0
Yolo,2020-06-13,0.0,0.0,,0.0,0.0,0.0,186.0,1.0,1.0,2.0
Mariposa,2020-06-13,0.0,0.0,,0.0,0.0,0.0,30.0,0.0,0.0,
Fresno,,0.0,0.0,,113.0,306.0,149.0,3431.0,40.0,42.0,231.0
Shasta,2020-06-12,0.0,0.0,,1.0,0.0,1.0,667.0,0.0,0.0,7.0
Trinity,2020-06-12,,0.0,,0.0,0.0,0.0,54.0,0.0,0.0,
San Joaquin,2020-06-10,19.0,30.0,,45.0,38.0,83.0,1366.0,17.0,4.0,17.0
Placer,2020-06-13,1.0,0.0,,7.0,6.0,13.0,753.0,2.0,2.0,50.0
Santa Cruz,2020-06-13,0.0,1.0,,3.0,1.0,4.0,291.0,0.0,0.0,10.0
Tehama,2020-06-11,0.0,0.0,,0.0,0.0,0.0,106.0,0.0,0.0,7.0
Trinity,2020-06-11,,1.0,,0.0,0.0,0.0,54.0,0.0,0.0,
Colusa,2020-06-11,0.0,0.0,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Nevada,2020-06-11,0.0,1.0,,0.0,2.0,2.0,127.0,0.0,2.0,4.0
Inyo,2020-06-11,0.0,0.0,,1.0,0.0,1.0,42.0,0.0,0.0,2.0
Imperial,2020-06-13,48.0,3.0,,78.0,8.0,86.0,237.0,18.0,0.0,0.0
Mendocino,2020-06-13,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Solano,2020-06-13,5.0,16.0,,17.0,5.0,22.0,707.0,6.0,1.0,49.0
Lake,2020-06-13,0.0,0.0,,0.0,1.0,1.0,110.0,0.0,1.0,0.0
Napa,2020-06-13,0.0,9.0,,0.0,5.0,5.0,397.0,0.0,0.0,3.0
Del Norte,2020-06-13,0.0,0.0,,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Humboldt,2020-06-13,,,,0.0,0.0,0.0,8.0,0.0,0.0,
Marin,2020-06-13,7.0,0.0,,10.0,2.0,12.0,390.0,3.0,0.0,12.0
Kern,2020-06-13,6.0,23.0,,77.0,28.0,105.0,1656.0,33.0,4.0,78.0
Contra Costa,2020-06-13,13.0,16.0,,23.0,24.0,47.0,1628.0,8.0,6.0,108.0
Kings,2020-06-12,9.0,,,34.0,0.0,34.0,199.0,10.0,0.0,5.0
San Francisco,2020-06-13,18.0,3.0,,34.0,3.0,37.0,2197.0,11.0,0.0,83.0
San Mateo,2020-06-13,7.0,2.0,,18.0,9.0,27.0,1089.0,8.0,0.0,55.0
Sacramento,2020-06-14,2.0,6.0,,19.0,16.0,35.0,1661.0,5.0,4.0,60.0
El Dorado,,,,,0.0,27.0,11.0,909.0,0.0,12.0,63.0
Sutter,2020-06-11,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Plumas,2020-06-13,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Tuolumne,2020-06-14,,1.0,,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Mariposa,,,,,0.0,6.0,3.0,120.0,0.0,0.0,
Merced,,,,0.0,23.0,25.0,30.0,824.0,13.0,3.0,19.0
Shasta,2020-06-13,0.0,0.0,,1.0,0.0,1.0,667.0,0.0,0.0,6.0
San Luis Obispo,,,,,12.0,23.0,0.0,80.0,6.0,8.0,1908.0
Ventura,2020-06-14,15.0,53.0,,34.0,39.0,73.0,1122.0,10.0,6.0,52.0
Tehama,2020-06-13,0.0,0.0,,0.0,0.0,0.0,106.0,0.0,0.0,6.0
Ventura,,,,0.0,122.0,470.0,236.0,1962.0,28.0,82.0,265.0
Orange,2020-06-14,94.0,54.0,,321.0,100.0,421.0,6928.0,143.0,21.0,414.0
Nevada,2020-06-13,0.0,0.0,,0.0,0.0,0.0,128.0,0.0,0.0,4.0
San Bernardino,2020-06-13,40.0,29.0,,204.0,81.0,285.0,4821.0,83.0,18.0,129.0
Santa Clara,2020-06-14,1.0,2.0,,38.0,16.0,54.0,3423.0,12.0,3.0,204.0
Santa Cruz,2020-06-14,0.0,2.0,,2.0,2.0,4.0,291.0,0.0,0.0,12.0
San Benito,2020-06-14,,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Diego,2020-06-14,86.0,37.0,,256.0,82.0,338.0,5579.0,106.0,21.0,320.0
Riverside,2020-06-13,104.0,83.0,,235.0,101.0,336.0,3992.0,68.0,17.0,137.0
Lake,2020-06-14,0.0,0.0,,0.0,1.0,1.0,110.0,0.0,1.0,0.0
Del Norte,2020-06-14,0.0,0.0,,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Marin,2020-06-14,0.0,1.0,,2.0,2.0,4.0,156.0,1.0,0.0,8.0
Marin,,,,,40.0,39.0,19.0,1772.0,15.0,17.0,83.0
Kern,2020-06-14,8.0,6.0,,49.0,12.0,61.0,1058.0,20.0,2.0,20.0
Tulare,2020-06-14,36.0,2.0,,38.0,2.0,40.0,780.0,6.0,1.0,23.0
Alameda,2020-06-14,15.0,31.0,,88.0,36.0,124.0,2968.0,33.0,9.0,149.0
Contra Costa,2020-06-14,15.0,12.0,,26.0,16.0,42.0,1628.0,9.0,3.0,121.0
San Francisco,2020-06-14,24.0,10.0,,37.0,9.0,46.0,2167.0,11.0,2.0,79.0
Shasta,2020-06-14,0.0,0.0,,0.0,0.0,0.0,301.0,0.0,0.0,2.0
Tehama,,,,0.0,0.0,3.0,0.0,318.0,0.0,1.0,25.0
Trinity,2020-06-14,,1.0,,0.0,0.0,0.0,54.0,0.0,0.0,
Colusa,2020-06-14,0.0,0.0,,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Yuba,2020-06-14,,,,7.0,0.0,7.0,445.0,3.0,0.0,13.0
Nevada,,,,0.0,52.0,17.0,3.0,274.0,4.0,5.0,16.0
San Bernardino,2020-06-14,38.0,31.0,,168.0,84.0,252.0,4091.0,60.0,16.0,122.0
Inyo,2020-06-14,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Sutter,2020-06-14,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-14,3.0,1.0,,38.0,2.0,40.0,199.0,9.0,0.0,3.0
Los Angeles,2020-06-16,414.0,447.0,,1365.0,512.0,1877.0,23418.0,398.0,87.0,1167.0
Inyo,2020-06-16,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Sonoma,2020-06-15,13.0,13.0,,6.0,30.0,36.0,871.0,3.0,0.0,46.0
San Joaquin,2020-06-16,11.0,17.0,,47.0,14.0,61.0,1376.0,18.0,2.0,20.0
Santa Barbara,2020-06-16,17.0,5.0,,42.0,8.0,50.0,717.0,13.0,1.0,57.0
Ventura,2020-06-16,17.0,28.0,,47.0,45.0,92.0,1347.0,13.0,9.0,58.0
Sacramento,2020-06-15,55.0,59.0,,33.0,15.0,48.0,2428.0,15.0,5.0,104.0
San Joaquin,2020-06-15,48.0,43.0,,46.0,13.0,59.0,1376.0,18.0,2.0,16.0
San Luis Obispo,2020-06-15,0.0,4.0,,3.0,1.0,4.0,447.0,2.0,0.0,26.0
Santa Barbara,2020-06-15,13.0,3.0,,42.0,7.0,49.0,717.0,9.0,0.0,63.0
San Francisco,2020-06-16,20.0,6.0,,34.0,8.0,42.0,2647.0,8.0,0.0,91.0
Siskiyou,2020-06-16,0.0,5.0,,0.0,1.0,1.0,65.0,0.0,1.0,4.0
Nevada,2020-06-16,0.0,1.0,,0.0,1.0,1.0,134.0,0.0,0.0,7.0
San Mateo,2020-06-15,103.0,102.0,,17.0,5.0,22.0,1089.0,6.0,1.0,50.0
Shasta,2020-06-15,0.0,0.0,,0.0,0.0,0.0,667.0,0.0,0.0,9.0
Siskiyou,2020-06-15,0.0,0.0,,0.0,0.0,0.0,65.0,0.0,0.0,0.0
Tehama,2020-06-15,0.0,0.0,,0.0,0.0,0.0,106.0,0.0,0.0,7.0
Nevada,2020-06-15,0.0,0.0,,0.0,2.0,2.0,131.0,0.0,2.0,5.0
San Bernardino,2020-06-15,56.0,56.0,,221.0,74.0,295.0,4821.0,77.0,18.0,149.0
Orange,2020-06-16,98.0,68.0,,364.0,65.0,429.0,6976.0,151.0,18.0,455.0
Orange,2020-06-15,97.0,48.0,,346.0,79.0,425.0,6976.0,138.0,21.0,417.0
Butte,2020-06-16,0.0,0.0,,3.0,0.0,3.0,448.0,3.0,0.0,10.0
Alameda,2020-06-16,11.0,14.0,,75.0,26.0,101.0,2446.0,31.0,7.0,134.0
Lassen,2020-06-16,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,0.0,
Imperial,2020-06-16,45.0,0.0,,83.0,2.0,85.0,237.0,21.0,0.0,0.0
Modoc,2020-06-15,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
El Dorado,2020-06-16,0.0,2.0,,0.0,1.0,1.0,235.0,0.0,1.0,7.0
Plumas,2020-06-15,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Fresno,2020-06-15,8.0,6.0,,61.0,25.0,86.0,2111.0,22.0,2.0,86.0
Madera,2020-06-16,5.0,2.0,,5.0,3.0,8.0,528.0,3.0,0.0,11.0
Santa Cruz,2020-06-15,0.0,2.0,,2.0,3.0,5.0,397.0,0.0,0.0,8.0
San Benito,2020-06-15,,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Imperial,2020-06-15,44.0,2.0,,79.0,3.0,82.0,237.0,19.0,0.0,2.0
Colusa,2020-06-16,0.0,0.0,,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Solano,2020-06-16,3.0,20.0,,17.0,8.0,25.0,707.0,5.0,2.0,45.0
Placer,2020-06-16,2.0,4.0,,8.0,10.0,18.0,753.0,3.0,2.0,51.0
Fresno,2020-06-16,15.0,19.0,,67.0,36.0,103.0,2129.0,21.0,3.0,86.0
Santa Cruz,2020-06-16,0.0,2.0,,3.0,1.0,4.0,397.0,0.0,0.0,7.0
Humboldt,2020-06-15,0.0,2.0,,0.0,5.0,5.0,352.0,0.0,1.0,2.0
Yuba,2020-06-16,,,,6.0,0.0,6.0,445.0,2.0,0.0,17.0
Kings,2020-06-16,7.0,1.0,,47.0,0.0,47.0,199.0,10.0,0.0,2.0
Del Norte,2020-06-16,0.0,0.0,,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Sutter,2020-06-16,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Sutter,2020-06-15,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,
Glenn,2020-06-16,0.0,0.0,,1.0,0.0,1.0,47.0,0.0,0.0,
Sacramento,2020-06-17,0.0,4.0,2.0,24.0,15.0,39.0,1662.0,8.0,3.0,55.0
Yolo,2020-06-17,0.0,2.0,0.0,2.0,0.0,2.0,56.0,0.0,0.0,
Tuolumne,2020-06-17,,,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Fresno,2020-06-17,10.0,7.0,1.0,73.0,30.0,103.0,2138.0,16.0,1.0,81.0
Madera,,,,0.0,6.0,13.0,6.0,308.0,6.0,5.0,27.0
San Luis Obispo,2020-06-17,2.0,4.0,0.0,4.0,3.0,7.0,365.0,2.0,1.0,73.0
Santa Barbara,2020-06-17,17.0,7.0,0.0,14.0,8.0,22.0,433.0,4.0,3.0,29.0
Orange,2020-06-17,71.0,53.0,5.0,351.0,74.0,425.0,6976.0,149.0,16.0,407.0
Santa Clara,2020-06-17,5.0,0.0,3.0,37.0,18.0,55.0,3438.0,15.0,0.0,204.0
Monterey,2020-06-17,3.0,0.0,0.0,15.0,2.0,17.0,824.0,2.0,1.0,85.0
Santa Cruz,2020-06-17,0.0,3.0,0.0,2.0,3.0,5.0,291.0,0.0,3.0,9.0
Sonoma,2020-06-17,0.0,4.0,0.0,6.0,13.0,19.0,871.0,3.0,2.0,47.0
Del Norte,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Butte,2020-06-17,0.0,0.0,0.0,3.0,0.0,3.0,448.0,3.0,0.0,4.0
Lassen,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
San Bernardino,2020-06-17,21.0,47.0,10.0,188.0,63.0,251.0,4121.0,57.0,12.0,133.0
Mono,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Riverside,2020-06-17,66.0,84.0,22.0,285.0,94.0,379.0,4071.0,75.0,19.0,91.0
Amador,2020-06-18,0.0,0.0,0.0,1.0,1.0,2.0,51.0,1.0,0.0,1.0
El Dorado,2020-06-18,0.0,2.0,0.0,0.0,3.0,3.0,227.0,0.0,3.0,8.0
San Joaquin,2020-06-18,18.0,27.0,4.0,56.0,20.0,76.0,1376.0,22.0,5.0,23.0
Calaveras,2020-06-18,0.0,1.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,8.0
San Luis Obispo,2020-06-18,1.0,3.0,1.0,6.0,2.0,8.0,450.0,3.0,0.0,19.0
Santa Barbara,2020-06-18,16.0,8.0,2.0,42.0,6.0,48.0,717.0,14.0,1.0,33.0
San Benito,2020-06-18,,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Imperial,2020-06-18,42.0,1.0,0.0,72.0,1.0,73.0,237.0,16.0,0.0,6.0
Humboldt,2020-06-18,0.0,1.0,0.0,0.0,3.0,3.0,352.0,0.0,1.0,4.0
Napa,2020-06-18,0.0,2.0,1.0,4.0,3.0,7.0,397.0,0.0,0.0,5.0
Marin,2020-06-18,6.0,0.0,0.0,5.0,1.0,6.0,390.0,2.0,0.0,9.0
San Francisco,2020-06-18,2.0,9.0,0.0,33.0,12.0,45.0,2647.0,8.0,2.0,155.0
Butte,2020-06-18,0.0,0.0,0.0,4.0,0.0,4.0,448.0,2.0,0.0,6.0
Siskiyou,2020-06-18,1.0,1.0,0.0,1.0,0.0,1.0,65.0,1.0,0.0,4.0
Plumas,2020-06-18,,0.0,,0.0,0.0,0.0,36.0,0.0,0.0,
Trinity,2020-06-18,0.0,2.0,0.0,0.0,2.0,2.0,54.0,0.0,0.0,
San Joaquin,2020-06-19,28.0,25.0,10.0,59.0,15.0,74.0,1376.0,19.0,2.0,56.0
Calaveras,2020-06-19,0.0,1.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,9.0
Mariposa,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
Merced,2020-06-19,0.0,1.0,0.0,9.0,1.0,10.0,242.0,3.0,0.0,5.0
San Luis Obispo,2020-06-19,3.0,2.0,2.0,5.0,2.0,7.0,440.0,3.0,0.0,15.0
Santa Barbara,2020-06-19,24.0,6.0,7.0,46.0,4.0,50.0,717.0,17.0,1.0,53.0
Santa Cruz,2020-06-19,3.0,4.0,1.0,4.0,4.0,8.0,397.0,1.0,2.0,7.0
San Diego,2020-06-19,111.0,46.0,20.0,294.0,65.0,359.0,6214.0,143.0,10.0,302.0
Imperial,2020-06-19,48.0,0.0,0.0,80.0,0.0,80.0,237.0,17.0,0.0,5.0
Napa,2020-06-19,0.0,9.0,1.0,3.0,8.0,11.0,397.0,0.0,0.0,4.0
Marin,2020-06-19,6.0,0.0,0.0,5.0,0.0,5.0,390.0,3.0,0.0,12.0
Tulare,2020-06-19,38.0,1.0,0.0,48.0,2.0,50.0,780.0,12.0,0.0,9.0
San Mateo,2020-06-19,2.0,3.0,0.0,15.0,5.0,20.0,1089.0,5.0,0.0,61.0
Butte,2020-06-19,1.0,0.0,0.0,4.0,1.0,5.0,448.0,2.0,1.0,9.0
Lassen,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
Shasta,2020-06-19,0.0,0.0,0.0,1.0,0.0,1.0,667.0,1.0,0.0,1.0
Riverside,2020-06-11,105.0,87.0,,238.0,68.0,306.0,4018.0,71.0,12.0,131.0
Ventura,2020-06-15,15.0,29.0,,44.0,39.0,83.0,1350.0,13.0,7.0,55.0
Monterey,2020-06-16,1.0,0.0,,13.0,4.0,17.0,824.0,2.0,0.0,93.0
Butte,2020-06-15,0.0,2.0,,3.0,2.0,5.0,448.0,3.0,1.0,14.0
El Dorado,2020-06-15,0.0,4.0,,0.0,2.0,2.0,235.0,0.0,2.0,6.0
Madera,2020-06-17,0.0,0.0,0.0,0.0,1.0,1.0,374.0,0.0,0.0,2.0
Marin,2020-06-17,5.0,0.0,0.0,7.0,1.0,8.0,390.0,2.0,1.0,9.0
San Mateo,2020-06-17,3.0,4.0,0.0,12.0,6.0,18.0,967.0,4.0,1.0,44.0
Nevada,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,5.0
Humboldt,2020-06-19,0.0,8.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0
Kern,2020-06-19,9.0,8.0,1.0,93.0,10.0,103.0,1742.0,38.0,0.0,87.0
Tehama,2020-06-19,0.0,,0.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Placer,2020-06-19,0.0,1.0,1.0,11.0,11.0,22.0,753.0,3.0,2.0,65.0
San Bernardino,2020-06-19,32.0,28.0,11.0,261.0,57.0,318.0,4821.0,90.0,9.0,147.0
Amador,2020-06-20,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0
El Dorado,2020-06-20,0.0,3.0,0.0,0.0,2.0,2.0,235.0,0.0,2.0,9.0
San Luis Obispo,2020-06-20,3.0,4.0,0.0,5.0,4.0,9.0,464.0,2.0,1.0,22.0
Orange,2020-06-20,83.0,65.0,18.0,363.0,83.0,446.0,6928.0,142.0,25.0,410.0
Santa Clara,2020-06-20,5.0,8.0,3.0,41.0,14.0,55.0,3438.0,20.0,1.0,212.0
San Benito,2020-06-20,,,,0.0,0.0,0.0,25.0,0.0,0.0,3.0
San Diego,2020-06-20,129.0,41.0,13.0,280.0,50.0,330.0,6169.0,138.0,10.0,308.0
Imperial,2020-06-20,41.0,0.0,0.0,89.0,0.0,89.0,237.0,20.0,0.0,4.0
Sonoma,2020-06-20,0.0,1.0,0.0,5.0,0.0,5.0,871.0,3.0,0.0,92.0
Tulare,2020-06-20,39.0,1.0,0.0,47.0,2.0,49.0,780.0,10.0,1.0,8.0
Alameda,2020-06-20,6.0,24.0,0.0,77.0,44.0,121.0,2968.0,33.0,12.0,203.0
Contra Costa,2020-06-20,5.0,8.0,1.0,34.0,17.0,51.0,1628.0,8.0,6.0,145.0
San Francisco,2020-06-20,3.0,10.0,1.0,32.0,24.0,56.0,2647.0,10.0,5.0,140.0
San Mateo,2020-06-20,2.0,2.0,0.0,15.0,6.0,21.0,1089.0,7.0,0.0,62.0
Butte,2020-06-20,0.0,1.0,0.0,3.0,0.0,3.0,448.0,3.0,0.0,11.0
Lassen,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
Trinity,2020-06-20,0.0,4.0,0.0,0.0,4.0,4.0,54.0,0.0,0.0,
Colusa,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Sutter,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
Placer,2020-06-21,1.0,1.0,0.0,11.0,9.0,20.0,753.0,1.0,1.0,56.0
San Joaquin,2020-06-21,32.0,23.0,13.0,81.0,21.0,102.0,1376.0,24.0,2.0,58.0
Yolo,2020-06-21,0.0,2.0,0.0,3.0,1.0,4.0,186.0,1.0,1.0,0.0
Mariposa,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
Madera,2020-06-21,8.0,2.0,0.0,7.0,0.0,7.0,528.0,3.0,0.0,12.0
Santa Barbara,2020-06-21,15.0,6.0,0.0,46.0,8.0,54.0,717.0,19.0,2.0,43.0
Orange,2020-06-21,75.0,56.0,16.0,358.0,85.0,443.0,6576.0,140.0,29.0,319.0
San Benito,2020-06-13,,,,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Glenn,2020-06-13,0.0,0.0,,1.0,0.0,1.0,47.0,0.0,0.0,
Yuba,2020-06-13,,,,6.0,0.0,6.0,445.0,2.0,0.0,14.0
Mono,2020-06-13,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,2.0
San Francisco,2020-06-15,139.0,131.0,,37.0,8.0,45.0,2647.0,10.0,0.0,94.0
Contra Costa,2020-06-15,38.0,29.0,,27.0,6.0,33.0,1628.0,7.0,2.0,115.0
Inyo,2020-06-15,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Mariposa,2020-06-15,0.0,0.0,,0.0,0.0,0.0,30.0,0.0,0.0,
Alameda,2020-06-15,187.0,217.0,,98.0,31.0,129.0,2968.0,37.0,9.0,148.0
Placer,2020-06-15,70.0,73.0,,7.0,6.0,13.0,753.0,3.0,2.0,48.0
Napa,2020-06-16,1.0,5.0,,4.0,6.0,10.0,397.0,1.0,0.0,6.0
Del Norte,2020-06-15,3.0,3.0,,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Ventura,2020-06-17,13.0,49.0,0.0,29.0,29.0,58.0,1122.0,11.0,2.0,43.0
Shasta,2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,1.0
Tuolumne,2020-06-18,,,,0.0,0.0,0.0,151.0,0.0,0.0,0.0
Madera,2020-06-18,5.0,3.0,0.0,10.0,6.0,16.0,528.0,5.0,1.0,11.0
Sonoma,2020-06-18,0.0,4.0,0.0,5.0,11.0,16.0,871.0,3.0,1.0,64.0
Tuolumne,2020-06-19,,,,0.0,0.0,0.0,151.0,0.0,0.0,2.0
Ventura,2020-06-19,3.0,15.0,2.0,43.0,38.0,81.0,1348.0,13.0,7.0,39.0
San Benito,2020-06-19,,,,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Sonoma,2020-06-19,0.0,9.0,0.0,4.0,4.0,8.0,871.0,3.0,1.0,57.0
Mendocino,2020-06-19,0.0,0.0,,1.0,3.0,4.0,180.0,0.0,0.0,4.0
Lake,2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0
Plumas,2020-06-19,,0.0,,0.0,0.0,0.0,45.0,0.0,0.0,
Inyo,2020-06-19,0.0,0.0,,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Yolo,2020-06-20,1.0,0.0,1.0,3.0,0.0,3.0,186.0,1.0,0.0,3.0
Ventura,2020-06-20,6.0,31.0,1.0,47.0,26.0,73.0,1352.0,13.0,3.0,40.0
Del Norte,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Kings,2020-06-20,,,,44.0,0.0,44.0,199.0,8.0,0.0,2.0
Siskiyou,2020-06-13,0.0,0.0,,,,0.0,31.0,0.0,0.0,2.0
Los Angeles,2020-06-19,273.0,369.0,64.0,1380.0,481.0,1861.0,23299.0,401.0,73.0,1183.0
Siskiyou,2020-06-19,1.0,0.0,0.0,1.0,0.0,1.0,65.0,1.0,0.0,3.0
Santa Clara,2020-06-21,2.0,3.0,1.0,40.0,21.0,61.0,3438.0,21.0,0.0,229.0
Monterey,2020-06-21,3.0,0.0,0.0,18.0,0.0,18.0,824.0,6.0,0.0,82.0
Santa Cruz,2020-06-21,1.0,3.0,0.0,4.0,3.0,7.0,291.0,1.0,0.0,11.0
Mendocino,2020-06-21,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,10.0
Lake,2020-06-21,0.0,1.0,0.0,0.0,1.0,1.0,110.0,0.0,0.0,2.0
Humboldt,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,2.0
Del Norte,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,6.0
Kern,2020-06-21,13.0,10.0,6.0,104.0,17.0,121.0,1656.0,41.0,0.0,90.0
Tulare,2020-06-21,35.0,4.0,0.0,49.0,5.0,54.0,780.0,10.0,1.0,13.0
Alameda,2020-06-21,7.0,24.0,2.0,76.0,43.0,119.0,2968.0,30.0,12.0,203.0
San Mateo,2020-06-21,3.0,1.0,0.0,18.0,9.0,27.0,1089.0,8.0,1.0,63.0
Butte,2020-06-21,2.0,0.0,0.0,6.0,0.0,6.0,448.0,5.0,0.0,10.0
Lassen,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
Shasta,2020-06-21,1.0,1.0,0.0,2.0,1.0,3.0,667.0,1.0,1.0,2.0
Modoc,2020-06-21,0.0,0.0,,0.0,0.0,0.0,41.0,0.0,0.0,
Trinity,2020-06-21,0.0,4.0,0.0,0.0,3.0,3.0,54.0,0.0,0.0,
Colusa,2020-06-21,0.0,0.0,0.0,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Yuba,2020-06-21,,,,3.0,0.0,3.0,445.0,2.0,0.0,11.0
Nevada,2020-06-21,1.0,1.0,1.0,3.0,4.0,7.0,123.0,2.0,0.0,3.0
San Bernardino,2020-06-21,30.0,31.0,19.0,270.0,74.0,344.0,4807.0,97.0,11.0,159.0
Sutter,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
Sacramento,2020-06-22,7.0,7.0,6.0,46.0,8.0,54.0,2458.0,19.0,1.0,181.0
Placer,2020-06-22,1.0,0.0,0.0,11.0,9.0,20.0,753.0,2.0,0.0,58.0
El Dorado,2020-06-22,0.0,2.0,0.0,1.0,0.0,1.0,235.0,1.0,0.0,7.0
Calaveras,2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0
Stanislaus,2020-06-22,4.0,8.0,3.0,73.0,19.0,92.0,1374.0,26.0,3.0,86.0
Tuolumne,2020-06-22,,,,0.0,0.0,0.0,151.0,0.0,0.0,4.0
Merced,2020-06-22,0.0,2.0,0.0,7.0,2.0,9.0,242.0,3.0,0.0,4.0
Ventura,2020-06-22,6.0,36.0,0.0,49.0,56.0,105.0,1342.0,14.0,13.0,38.0
Orange,2020-06-22,70.0,70.0,19.0,376.0,90.0,466.0,6976.0,152.0,24.0,413.0
Monterey,2020-06-22,5.0,0.0,0.0,20.0,1.0,21.0,824.0,7.0,0.0,91.0
Santa Cruz,2020-06-22,2.0,2.0,1.0,6.0,4.0,10.0,397.0,2.0,0.0,13.0
Imperial,2020-06-22,61.0,0.0,0.0,95.0,0.0,95.0,237.0,17.0,0.0,0.0
Mendocino,2020-06-22,0.0,0.0,,0.0,0.0,0.0,180.0,0.0,0.0,10.0
Tulare,2020-06-22,37.0,0.0,0.0,53.0,4.0,57.0,780.0,10.0,0.0,6.0
Alameda,2020-06-22,9.0,19.0,5.0,77.0,34.0,111.0,2722.0,30.0,8.0,171.0
San Francisco,2020-06-22,4.0,4.0,1.0,40.0,7.0,47.0,2337.0,12.0,2.0,140.0
San Mateo,2020-06-22,4.0,0.0,0.0,19.0,4.0,23.0,1089.0,9.0,1.0,60.0
Glenn,2020-06-22,0.0,0.0,,0.0,0.0,0.0,47.0,0.0,0.0,
Lassen,2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
Trinity,2020-06-22,0.0,3.0,0.0,0.0,2.0,2.0,54.0,0.0,0.0,
